kib_bencana_id,disaster_type,posko_id,posko_name,item_category,item_name,unit,series_length,train_until,test_start,test_end,best_model,mae,mape
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8771B835,Posko Laing,kebersihan,popok_bayi,pcs,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,2.1778,2.7216
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8771B835,Posko Laing,perbekalan_pangan,protein_kaleng,kaleng,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,6.3612,5.2654
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8771B835,Posko Laing,shelter,selimut,unit,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,1.8255,4.0165
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8771B835,Posko Laing,shelter,tikar,unit,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,1.6888,5.6897
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8A6F94B4,Posko Mohongsawang,air_sanitasi,air_bersih,liter,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,276.5657,4.0357
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8A6F94B4,Posko Mohongsawang,air_sanitasi,air_minum,liter,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,45.4429,3.703
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8A6F94B4,Posko Mohongsawang,perbekalan_pangan,beras,kg,45,2024-05-27,2024-05-28,2024-06-03,naive_last,6.0786,3.1541
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8A6F94B4,Posko Mohongsawang,kebersihan,hygiene_kit,paket,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,1.2557,5.5327
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8A6F94B4,Posko Mohongsawang,kesehatan,masker,pcs,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,54.7186,5.5291
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8A6F94B4,Posko Mohongsawang,perbekalan_pangan,mie_instan,bungkus,45,2024-05-27,2024-05-28,2024-06-03,naive_last,36.1657,5.0751
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8A6F94B4,Posko Mohongsawang,kesehatan,obat_ispa,paket,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,0.9957,5.4048
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8A6F94B4,Posko Mohongsawang,kebersihan,pembalut,pcs,45,2024-05-27,2024-05-28,2024-06-03,naive_last,2.4514,4.5574
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8A6F94B4,Posko Mohongsawang,kebersihan,popok_bayi,pcs,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,0.0,0.0
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8A6F94B4,Posko Mohongsawang,perbekalan_pangan,protein_kaleng,kaleng,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,7.9757,5.4656
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8A6F94B4,Posko Mohongsawang,shelter,selimut,unit,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,1.2014,3.3174
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8A6F94B4,Posko Mohongsawang,shelter,tikar,unit,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,0.5376,1.8188
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8BA5CE22,Posko Haasi,air_sanitasi,air_bersih,liter,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,156.0343,5.8338
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8BA5CE22,Posko Haasi,air_sanitasi,air_minum,liter,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,33.0204,7.3372
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8BA5CE22,Posko Haasi,perbekalan_pangan,beras,kg,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,3.7114,5.192
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8BA5CE22,Posko Haasi,kebersihan,hygiene_kit,paket,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,1.1141,5.6496
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8BA5CE22,Posko Haasi,kesehatan,masker,pcs,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,15.8396,4.4852
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8BA5CE22,Posko Haasi,perbekalan_pangan,mie_instan,bungkus,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,5.9014,2.2511
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8BA5CE22,Posko Haasi,kesehatan,obat_ispa,paket,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,2.5029,7.6165
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8BA5CE22,Posko Haasi,kebersihan,pembalut,pcs,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,1.17,5.7456
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8BA5CE22,Posko Haasi,kebersihan,popok_bayi,pcs,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,3.1912,5.081
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8BA5CE22,Posko Haasi,perbekalan_pangan,protein_kaleng,kaleng,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,1.7986,3.1793
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8BA5CE22,Posko Haasi,shelter,selimut,unit,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,1.3214,4.268
BNC-2024-GM-RUANG,gunung_meletus,POSKO-8BA5CE22,Posko Haasi,shelter,tikar,unit,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,0.7135,3.9557
BNC-2024-GM-RUANG,gunung_meletus,POSKO-B2B506FB,Posko Barangka,air_sanitasi,air_bersih,liter,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,426.2557,5.5702
BNC-2024-GM-RUANG,gunung_meletus,POSKO-B2B506FB,Posko Barangka,air_sanitasi,air_minum,liter,45,2024-05-27,2024-05-28,2024-06-03,naive_last,81.1686,6.3508
BNC-2024-GM-RUANG,gunung_meletus,POSKO-B2B506FB,Posko Barangka,perbekalan_pangan,beras,kg,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,7.1063,3.5858
BNC-2024-GM-RUANG,gunung_meletus,POSKO-B2B506FB,Posko Barangka,kebersihan,hygiene_kit,paket,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,2.0957,4.629
BNC-2024-GM-RUANG,gunung_meletus,POSKO-B2B506FB,Posko Barangka,kesehatan,masker,pcs,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,76.9486,7.3663
BNC-2024-GM-RUANG,gunung_meletus,POSKO-B2B506FB,Posko Barangka,perbekalan_pangan,mie_instan,bungkus,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,33.3124,4.1326
BNC-2024-GM-RUANG,gunung_meletus,POSKO-B2B506FB,Posko Barangka,kesehatan,obat_ispa,paket,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,2.9759,5.1926
BNC-2024-GM-RUANG,gunung_meletus,POSKO-B2B506FB,Posko Barangka,kebersihan,pembalut,pcs,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,2.1182,3.2537
BNC-2024-GM-RUANG,gunung_meletus,POSKO-B2B506FB,Posko Barangka,kebersihan,popok_bayi,pcs,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,3.2876,5.2129
BNC-2024-GM-RUANG,gunung_meletus,POSKO-B2B506FB,Posko Barangka,perbekalan_pangan,protein_kaleng,kaleng,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,3.1157,2.0025
BNC-2024-GM-RUANG,gunung_meletus,POSKO-B2B506FB,Posko Barangka,shelter,selimut,unit,45,2024-05-27,2024-05-28,2024-06-03,naive_last,4.1229,6.4047
BNC-2024-GM-RUANG,gunung_meletus,POSKO-B2B506FB,Posko Barangka,shelter,tikar,unit,45,2024-05-27,2024-05-28,2024-06-03,naive_last,1.6943,3.5854
BNC-2024-GM-RUANG,gunung_meletus,POSKO-C9B6CBF5,Posko Lesah,air_sanitasi,air_bersih,liter,45,2024-05-27,2024-05-28,2024-06-03,naive_last,279.7371,4.3407
BNC-2024-GM-RUANG,gunung_meletus,POSKO-C9B6CBF5,Posko Lesah,air_sanitasi,air_minum,liter,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,51.3471,4.7345
BNC-2024-GM-RUANG,gunung_meletus,POSKO-C9B6CBF5,Posko Lesah,perbekalan_pangan,beras,kg,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,7.8943,4.5687
BNC-2024-GM-RUANG,gunung_meletus,POSKO-C9B6CBF5,Posko Lesah,kebersihan,hygiene_kit,paket,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,0.8335,3.8853
BNC-2024-GM-RUANG,gunung_meletus,POSKO-C9B6CBF5,Posko Lesah,kesehatan,masker,pcs,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,59.0878,6.7309
BNC-2024-GM-RUANG,gunung_meletus,POSKO-C9B6CBF5,Posko Lesah,perbekalan_pangan,mie_instan,bungkus,45,2024-05-27,2024-05-28,2024-06-03,naive_last,20.1814,3.2143
BNC-2024-GM-RUANG,gunung_meletus,POSKO-C9B6CBF5,Posko Lesah,kesehatan,obat_ispa,paket,45,2024-05-27,2024-05-28,2024-06-03,naive_last,1.0257,6.3871
BNC-2024-GM-RUANG,gunung_meletus,POSKO-C9B6CBF5,Posko Lesah,kebersihan,pembalut,pcs,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,2.318,4.5432
BNC-2024-GM-RUANG,gunung_meletus,POSKO-C9B6CBF5,Posko Lesah,kebersihan,popok_bayi,pcs,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,0.0,0.0
BNC-2024-GM-RUANG,gunung_meletus,POSKO-C9B6CBF5,Posko Lesah,perbekalan_pangan,protein_kaleng,kaleng,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,3.3976,2.6997
BNC-2024-GM-RUANG,gunung_meletus,POSKO-C9B6CBF5,Posko Lesah,shelter,selimut,unit,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,1.98,6.0831
BNC-2024-GM-RUANG,gunung_meletus,POSKO-C9B6CBF5,Posko Lesah,shelter,tikar,unit,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,1.2108,4.5311
BNC-2024-GM-RUANG,gunung_meletus,POSKO-D0A9FF55,Posko Pahiama,air_sanitasi,air_bersih,liter,45,2024-05-27,2024-05-28,2024-06-03,naive_last,154.0171,4.0504
BNC-2024-GM-RUANG,gunung_meletus,POSKO-D0A9FF55,Posko Pahiama,air_sanitasi,air_minum,liter,45,2024-05-27,2024-05-28,2024-06-03,naive_last,22.8471,3.4708
BNC-2024-GM-RUANG,gunung_meletus,POSKO-D0A9FF55,Posko Pahiama,perbekalan_pangan,beras,kg,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,3.1202,3.2171
BNC-2024-GM-RUANG,gunung_meletus,POSKO-D0A9FF55,Posko Pahiama,kebersihan,hygiene_kit,paket,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,1.3443,5.7044
BNC-2024-GM-RUANG,gunung_meletus,POSKO-D0A9FF55,Posko Pahiama,kesehatan,masker,pcs,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,20.7486,3.9171
BNC-2024-GM-RUANG,gunung_meletus,POSKO-D0A9FF55,Posko Pahiama,perbekalan_pangan,mie_instan,bungkus,45,2024-05-27,2024-05-28,2024-06-03,naive_last,20.8871,5.7324
BNC-2024-GM-RUANG,gunung_meletus,POSKO-D0A9FF55,Posko Pahiama,kesehatan,obat_ispa,paket,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,1.6445,4.9804
BNC-2024-GM-RUANG,gunung_meletus,POSKO-D0A9FF55,Posko Pahiama,kebersihan,pembalut,pcs,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,0.6769,2.2342
BNC-2024-GM-RUANG,gunung_meletus,POSKO-D0A9FF55,Posko Pahiama,kebersihan,popok_bayi,pcs,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,3.8514,5.8259
BNC-2024-GM-RUANG,gunung_meletus,POSKO-D0A9FF55,Posko Pahiama,perbekalan_pangan,protein_kaleng,kaleng,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,5.3161,6.5022
BNC-2024-GM-RUANG,gunung_meletus,POSKO-D0A9FF55,Posko Pahiama,shelter,selimut,unit,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,0.9586,2.8942
BNC-2024-GM-RUANG,gunung_meletus,POSKO-D0A9FF55,Posko Pahiama,shelter,tikar,unit,45,2024-05-27,2024-05-28,2024-06-03,naive_last,0.8043,3.7618
BNC-2024-GM-RUANG,gunung_meletus,POSKO-E2BFED6B,Posko Humbia,air_sanitasi,air_bersih,liter,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,378.8843,5.2754
BNC-2024-GM-RUANG,gunung_meletus,POSKO-E2BFED6B,Posko Humbia,air_sanitasi,air_minum,liter,45,2024-05-27,2024-05-28,2024-06-03,naive_last,59.0343,4.8591
BNC-2024-GM-RUANG,gunung_meletus,POSKO-E2BFED6B,Posko Humbia,perbekalan_pangan,beras,kg,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,10.6457,5.6382
BNC-2024-GM-RUANG,gunung_meletus,POSKO-E2BFED6B,Posko Humbia,kebersihan,hygiene_kit,paket,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,1.91,4.7184
BNC-2024-GM-RUANG,gunung_meletus,POSKO-E2BFED6B,Posko Humbia,kesehatan,masker,pcs,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,74.6659,7.5253
BNC-2024-GM-RUANG,gunung_meletus,POSKO-E2BFED6B,Posko Humbia,perbekalan_pangan,mie_instan,bungkus,45,2024-05-27,2024-05-28,2024-06-03,naive_last,26.9171,3.6904
BNC-2024-GM-RUANG,gunung_meletus,POSKO-E2BFED6B,Posko Humbia,kesehatan,obat_ispa,paket,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,2.2557,4.5118
BNC-2024-GM-RUANG,gunung_meletus,POSKO-E2BFED6B,Posko Humbia,kebersihan,pembalut,pcs,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,3.3341,5.7275
BNC-2024-GM-RUANG,gunung_meletus,POSKO-E2BFED6B,Posko Humbia,kebersihan,popok_bayi,pcs,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,3.2569,4.8557
BNC-2024-GM-RUANG,gunung_meletus,POSKO-E2BFED6B,Posko Humbia,perbekalan_pangan,protein_kaleng,kaleng,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,10.3696,7.1781
BNC-2024-GM-RUANG,gunung_meletus,POSKO-E2BFED6B,Posko Humbia,shelter,selimut,unit,45,2024-05-27,2024-05-28,2024-06-03,naive_last,2.2771,3.9411
BNC-2024-GM-RUANG,gunung_meletus,POSKO-E2BFED6B,Posko Humbia,shelter,tikar,unit,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,2.1443,5.2769
BNC-2024-GM-RUANG,gunung_meletus,POSKO-EB13B09B,Posko Balehumara,air_sanitasi,air_bersih,liter,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,1162.8731,5.2946
BNC-2024-GM-RUANG,gunung_meletus,POSKO-EB13B09B,Posko Balehumara,air_sanitasi,air_minum,liter,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,154.2514,4.5538
BNC-2024-GM-RUANG,gunung_meletus,POSKO-EB13B09B,Posko Balehumara,perbekalan_pangan,beras,kg,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,29.8739,5.3623
BNC-2024-GM-RUANG,gunung_meletus,POSKO-EB13B09B,Posko Balehumara,kebersihan,hygiene_kit,paket,45,2024-05-27,2024-05-28,2024-06-03,naive_last,4.87,4.8777
BNC-2024-GM-RUANG,gunung_meletus,POSKO-EB13B09B,Posko Balehumara,kesehatan,masker,pcs,45,2024-05-27,2024-05-28,2024-06-03,moving_average_7,189.6235,7.0196
BNC-2024-GM-RUANG,gunung_meletus,POSKO-EB13B09B,Posko Balehumara,perbekalan_pangan,mie_instan,bungkus,45,2024-05-27,2024-05-28,2024-06-03,seasonal_naive_7,92.9486,4.4822
